uptime_ms,rpm,speed_kmh,map_kpa,iat_c,coolant_c,ve_pct,maf_gs,fuel_gs,instant_Lh,instant_L100km,trip_km,trip_fuel_L,trip_avg_L100km,can_status,trip_cost_bs,baro_kpa,baro_is_estimated
544491,902,0.0,20.0,13.0,67.0,63.5,1.51,0.108,0.52,0.00,0.000,0.1064,0.00,1,0.74,63.0,0
545491,900,0.0,20.0,13.0,68.0,63.5,1.51,0.107,0.52,0.00,0.000,0.1065,0.00,1,0.74,63.0,0
546491,897,0.0,20.0,13.0,68.0,63.4,1.50,0.107,0.52,0.00,0.000,0.1067,0.00,1,0.74,63.0,0
547491,898,0.0,20.0,13.0,68.0,63.5,1.50,0.108,0.52,0.00,0.000,0.1068,0.00,1,0.74,63.0,0
548491,902,0.0,20.0,13.0,68.0,63.5,1.51,0.108,0.52,0.00,0.000,0.1070,0.00,1,0.74,63.0,0
549491,899,0.0,20.0,13.0,68.0,63.5,1.50,0.107,0.52,0.00,0.000,0.1071,0.00,1,0.75,63.0,0
550491,898,0.0,20.0,13.0,68.0,63.5,1.50,0.108,0.52,0.00,0.000,0.1073,0.00,1,0.75,63.0,0
551491,901,0.0,20.0,13.0,68.0,63.5,1.51,0.108,0.52,0.00,0.000,0.1074,0.00,1,0.75,63.0,0
552491,895,0.0,20.0,13.0,68.0,63.4,1.50,0.106,0.51,0.00,0.000,0.1076,0.00,1,0.75,63.0,0
553491,900,0.0,20.0,13.0,68.0,63.5,1.51,0.108,0.52,0.00,0.000,0.1077,0.00,1,0.75,63.0,0
554491,895,0.0,20.0,13.0,68.0,63.4,1.50,0.106,0.51,0.00,0.000,0.1078,0.00,1,0.75,63.0,0
555491,894,0.0,20.0,13.0,68.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1080,0.00,1,0.75,63.0,0
556491,901,0.0,20.0,13.0,68.0,63.5,1.51,0.108,0.52,0.00,0.000,0.1081,0.00,1,0.75,63.0,0
557491,897,0.0,20.0,13.0,68.0,63.4,1.50,0.108,0.52,0.00,0.000,0.1083,0.00,1,0.75,63.0,0
558491,899,0.0,20.0,13.0,68.0,63.5,1.50,0.108,0.52,0.00,0.000,0.1084,0.00,1,0.75,63.0,0
559491,895,0.0,20.0,13.0,68.0,63.4,1.50,0.106,0.51,0.00,0.000,0.1086,0.00,1,0.76,63.0,0
560491,893,0.0,20.0,13.0,68.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1087,0.00,1,0.76,63.0,0
561491,896,0.0,20.0,13.0,68.0,63.4,1.50,0.107,0.52,0.00,0.000,0.1088,0.00,1,0.76,63.0,0
562491,897,0.0,20.0,13.0,68.0,63.4,1.50,0.107,0.52,0.00,0.000,0.1090,0.00,1,0.76,63.0,0
563491,893,0.0,20.0,13.0,69.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1091,0.00,1,0.76,63.0,0
564491,896,0.0,20.0,13.0,69.0,63.4,1.50,0.107,0.52,0.00,0.000,0.1093,0.00,1,0.76,63.0,0
565491,893,0.0,20.0,14.0,69.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1094,0.00,1,0.76,63.0,0
566491,891,0.0,20.0,13.0,69.0,63.3,1.49,0.106,0.51,0.00,0.000,0.1096,0.00,1,0.76,63.0,0
567491,894,0.0,20.0,14.0,69.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1097,0.00,1,0.76,63.0,0
568491,896,0.0,20.0,14.0,69.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1098,0.00,1,0.76,63.0,0
569491,891,0.0,20.0,14.0,69.0,63.3,1.48,0.106,0.51,0.00,0.000,0.1100,0.00,1,0.77,63.0,0
570491,894,0.0,20.0,14.0,69.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1101,0.00,1,0.77,63.0,0
571491,897,0.0,20.0,14.0,69.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1103,0.00,1,0.77,63.0,0
572491,890,0.0,20.0,14.0,69.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1104,0.00,1,0.77,63.0,0
573491,891,0.0,20.0,14.0,69.0,63.3,1.48,0.106,0.51,0.00,0.000,0.1106,0.00,1,0.77,63.0,0
574491,893,0.0,20.0,14.0,69.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1107,0.00,1,0.77,63.0,0
575491,894,0.0,21.0,14.0,69.0,63.4,1.56,0.111,0.54,0.00,0.000,0.1109,0.00,1,0.77,63.0,0
576491,892,0.0,20.0,14.0,69.0,63.4,1.48,0.106,0.51,0.00,0.000,0.1110,0.00,1,0.77,63.0,0
577491,887,0.0,21.0,14.0,69.0,63.3,1.55,0.109,0.53,0.00,0.000,0.1111,0.00,1,0.77,63.0,0
578491,892,0.0,20.0,14.0,69.0,63.4,1.48,0.106,0.51,0.00,0.000,0.1113,0.00,1,0.77,63.0,0
579491,886,0.0,21.0,14.0,69.0,63.3,1.54,0.110,0.53,0.00,0.000,0.1114,0.00,1,0.78,63.0,0
580491,895,0.0,20.0,14.0,69.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1116,0.00,1,0.78,63.0,0
581491,882,0.0,21.0,14.0,70.0,63.2,1.54,0.109,0.52,0.00,0.000,0.1117,0.00,1,0.78,63.0,0
582491,886,0.0,20.0,14.0,69.0,63.3,1.47,0.104,0.50,0.00,0.000,0.1119,0.00,1,0.78,63.0,0
583491,884,0.0,20.0,14.0,70.0,63.2,1.47,0.104,0.50,0.00,0.000,0.1120,0.00,1,0.78,63.0,0
584491,893,0.0,20.0,14.0,70.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1121,0.00,1,0.78,63.0,0
585491,890,0.0,20.0,14.0,70.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1123,0.00,1,0.78,63.0,0
586491,890,0.0,20.0,14.0,70.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1124,0.00,1,0.78,63.0,0
587491,891,0.0,20.0,14.0,70.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1126,0.00,1,0.78,63.0,0
588491,887,0.0,21.0,14.0,70.0,63.3,1.55,0.109,0.53,0.00,0.000,0.1127,0.00,1,0.78,63.0,0
589491,880,0.0,20.0,14.0,70.0,63.2,1.46,0.103,0.50,0.00,0.000,0.1129,0.00,1,0.79,63.0,0
590491,892,0.0,20.0,14.0,70.0,63.4,1.48,0.106,0.51,0.00,0.000,0.1130,0.00,1,0.79,63.0,0
591491,886,0.0,20.0,14.0,70.0,63.3,1.47,0.105,0.51,0.00,0.000,0.1131,0.00,1,0.79,63.0,0
592491,887,0.0,20.0,14.0,70.0,63.3,1.47,0.105,0.51,0.00,0.000,0.1133,0.00,1,0.79,63.0,0
593491,893,0.0,20.0,14.0,70.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1134,0.00,1,0.79,63.0,0
594491,889,0.0,20.0,14.0,70.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1136,0.00,1,0.79,63.0,0
595491,892,0.0,20.0,14.0,70.0,63.4,1.48,0.106,0.51,0.00,0.000,0.1137,0.00,1,0.79,63.0,0
596491,889,0.0,20.0,14.0,70.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1138,0.00,1,0.79,63.0,0
597491,891,0.0,20.0,14.0,70.0,63.3,1.48,0.106,0.51,0.00,0.000,0.1140,0.00,1,0.79,63.0,0
598491,889,0.0,20.0,14.0,71.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1141,0.00,1,0.79,63.0,0
599491,896,0.0,20.0,14.0,71.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1143,0.00,1,0.80,63.0,0
600491,892,0.0,20.0,14.0,71.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1144,0.00,1,0.80,63.0,0
601491,885,0.0,20.0,14.0,71.0,63.2,1.47,0.104,0.50,0.00,0.000,0.1145,0.00,1,0.80,63.0,0
602491,891,0.0,20.0,14.0,71.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1147,0.00,1,0.80,63.0,0
603491,888,0.0,20.0,14.0,71.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1148,0.00,1,0.80,63.0,0
604491,889,0.0,20.0,14.0,71.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1150,0.00,1,0.80,63.0,0
605491,889,0.0,20.0,14.0,71.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1151,0.00,1,0.80,63.0,0
606491,893,0.0,20.0,14.0,71.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1153,0.00,1,0.80,63.0,0
607491,892,0.0,20.0,14.0,71.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1154,0.00,1,0.80,63.0,0
608491,890,0.0,20.0,14.0,71.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1155,0.00,1,0.80,63.0,0
609491,897,0.0,20.0,14.0,71.0,63.4,1.49,0.106,0.51,0.00,0.000,0.1157,0.00,1,0.81,63.0,0
610491,895,0.0,20.0,14.0,71.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1158,0.00,1,0.81,63.0,0
611491,894,0.0,20.0,14.0,71.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1159,0.00,1,0.81,63.0,0
612491,888,0.0,20.0,14.0,71.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1161,0.00,1,0.81,63.0,0
613491,892,0.0,20.0,14.0,71.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1162,0.00,1,0.81,63.0,0
614491,893,0.0,20.0,14.0,72.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1164,0.00,1,0.81,63.0,0
615491,888,0.0,20.0,14.0,72.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1165,0.00,1,0.81,63.0,0
616491,893,0.0,20.0,14.0,72.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1166,0.00,1,0.81,63.0,0
617491,891,0.0,20.0,14.0,72.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1168,0.00,1,0.81,63.0,0
618491,891,0.0,20.0,14.0,72.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1169,0.00,1,0.81,63.0,0
619491,884,0.0,20.0,14.0,72.0,63.2,1.47,0.104,0.50,0.00,0.000,0.1171,0.00,1,0.81,63.0,0
620491,893,0.0,20.0,14.0,72.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1172,0.00,1,0.82,63.0,0
621491,894,0.0,20.0,14.0,72.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1174,0.00,1,0.82,63.0,0
622491,891,0.0,20.0,14.0,72.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1175,0.00,1,0.82,63.0,0
623491,893,0.0,20.0,14.0,72.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1176,0.00,1,0.82,63.0,0
624491,893,0.0,20.0,14.0,72.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1178,0.00,1,0.82,63.0,0
625491,892,0.0,20.0,14.0,72.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1179,0.00,1,0.82,63.0,0
626491,894,0.0,20.0,14.0,72.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1181,0.00,1,0.82,63.0,0
627491,892,0.0,20.0,14.0,73.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1182,0.00,1,0.82,63.0,0
628491,892,0.0,20.0,14.0,73.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1183,0.00,1,0.82,63.0,0
629491,896,0.0,20.0,14.0,73.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1185,0.00,1,0.82,63.0,0
630491,892,0.0,20.0,14.0,73.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1186,0.00,1,0.83,63.0,0
631491,886,0.0,20.0,14.0,73.0,63.3,1.47,0.104,0.50,0.00,0.000,0.1188,0.00,1,0.83,63.0,0
632491,894,0.0,20.0,14.0,73.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1189,0.00,1,0.83,63.0,0
633491,891,0.0,20.0,14.0,73.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1191,0.00,1,0.83,63.0,0
634491,889,0.0,20.0,14.0,73.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1192,0.00,1,0.83,63.0,0
635491,893,0.0,20.0,14.0,73.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1193,0.00,1,0.83,63.0,0
636491,889,0.0,20.0,14.0,73.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1195,0.00,1,0.83,63.0,0
637491,890,0.0,20.0,14.0,73.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1196,0.00,1,0.83,63.0,0
638491,892,0.0,20.0,14.0,73.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1197,0.00,1,0.83,63.0,0
639491,893,0.0,20.0,14.0,73.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1199,0.00,1,0.83,63.0,0
640491,894,0.0,20.0,14.0,73.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1200,0.00,1,0.84,63.0,0
641491,883,0.0,20.0,14.0,73.0,63.2,1.47,0.104,0.50,0.00,0.000,0.1202,0.00,1,0.84,63.0,0
642491,890,0.0,20.0,14.0,73.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1203,0.00,1,0.84,63.0,0
643491,892,0.0,20.0,14.0,73.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1204,0.00,1,0.84,63.0,0
644491,893,0.0,20.0,14.0,74.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1206,0.00,1,0.84,63.0,0
645491,889,0.0,20.0,14.0,74.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1207,0.00,1,0.84,63.0,0
646491,893,0.0,20.0,14.0,74.0,63.4,1.49,0.103,0.50,0.00,0.000,0.1209,0.00,1,0.84,63.0,0
647491,889,0.0,20.0,14.0,74.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1210,0.00,1,0.84,63.0,0
648491,894,0.0,20.0,14.0,74.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1212,0.00,1,0.84,63.0,0
649491,893,0.0,20.0,14.0,74.0,63.4,1.49,0.103,0.50,0.00,0.000,0.1213,0.00,1,0.84,63.0,0
650491,888,0.0,20.0,14.0,74.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1214,0.00,1,0.85,63.0,0
651491,891,0.0,20.0,14.0,74.0,63.3,1.48,0.105,0.51,0.00,0.000,0.1216,0.00,1,0.85,63.0,0
652491,894,0.0,20.0,14.0,74.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1217,0.00,1,0.85,63.0,0
653491,888,0.0,20.0,14.0,74.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1219,0.00,1,0.85,63.0,0
654491,896,0.0,20.0,15.0,74.0,63.4,1.49,0.104,0.50,0.00,0.000,0.1220,0.00,1,0.85,63.0,0
655491,887,0.0,20.0,15.0,74.0,63.3,1.47,0.102,0.49,0.00,0.000,0.1221,0.00,1,0.85,63.0,0
656491,889,0.0,20.0,14.0,74.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1223,0.00,1,0.85,63.0,0
657491,896,0.0,20.0,15.0,74.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1224,0.00,1,0.85,63.0,0
658491,889,0.0,20.0,15.0,74.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1225,0.00,1,0.85,63.0,0
659491,894,0.0,20.0,15.0,74.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1227,0.00,1,0.85,63.0,0
660491,891,0.0,20.0,15.0,74.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1228,0.00,1,0.85,63.0,0
661491,888,0.0,20.0,15.0,74.0,63.3,1.47,0.102,0.49,0.00,0.000,0.1230,0.00,1,0.86,63.0,0
662491,889,0.0,20.0,15.0,74.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1231,0.00,1,0.86,63.0,0
663491,892,0.0,20.0,15.0,74.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1232,0.00,1,0.86,63.0,0
664491,891,0.0,20.0,15.0,74.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1234,0.00,1,0.86,63.0,0
665491,894,0.0,20.0,15.0,74.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1235,0.00,1,0.86,63.0,0
666491,890,0.0,20.0,15.0,75.0,63.3,1.47,0.104,0.50,0.00,0.000,0.1237,0.00,1,0.86,63.0,0
667491,894,0.0,20.0,15.0,75.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1238,0.00,1,0.86,63.0,0
668491,895,0.0,20.0,15.0,75.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1239,0.00,1,0.86,63.0,0
669491,893,0.0,20.0,15.0,75.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1241,0.00,1,0.86,63.0,0
670491,895,0.0,20.0,15.0,75.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1242,0.00,1,0.86,63.0,0
671491,894,0.0,20.0,15.0,75.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1244,0.00,1,0.87,63.0,0
672491,889,0.0,20.0,15.0,75.0,63.3,1.47,0.104,0.50,0.00,0.000,0.1245,0.00,1,0.87,63.0,0
673491,887,0.0,20.0,15.0,75.0,63.3,1.47,0.104,0.50,0.00,0.000,0.1246,0.00,1,0.87,63.0,0
674491,896,0.0,20.0,15.0,75.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1248,0.00,1,0.87,63.0,0
675491,888,0.0,20.0,15.0,75.0,63.3,1.47,0.104,0.50,0.00,0.000,0.1249,0.00,1,0.87,63.0,0
676491,889,0.0,20.0,15.0,75.0,63.3,1.47,0.104,0.50,0.00,0.000,0.1251,0.00,1,0.87,63.0,0
677491,895,0.0,20.0,15.0,75.0,63.4,1.48,0.106,0.51,0.00,0.000,0.1252,0.00,1,0.87,63.0,0
678491,898,0.0,20.0,15.0,75.0,63.5,1.49,0.105,0.51,0.00,0.000,0.1253,0.00,1,0.87,63.0,0
679491,892,0.0,20.0,15.0,75.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1255,0.00,1,0.87,63.0,0
680491,891,0.0,20.0,15.0,75.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1256,0.00,1,0.87,63.0,0
681491,891,0.0,20.0,15.0,75.0,63.3,1.48,0.104,0.50,0.00,0.000,0.1258,0.00,1,0.88,63.0,0
682491,894,0.0,20.0,15.0,76.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1259,0.00,1,0.88,63.0,0
683491,892,0.0,20.0,15.0,76.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1260,0.00,1,0.88,63.0,0
684491,885,0.0,20.0,15.0,76.0,63.2,1.46,0.102,0.49,0.00,0.000,0.1262,0.00,1,0.88,63.0,0
685491,888,0.0,20.0,15.0,76.0,63.3,1.47,0.102,0.49,0.00,0.000,0.1263,0.00,1,0.88,63.0,0
686491,894,0.0,20.0,15.0,76.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1265,0.00,1,0.88,63.0,0
687491,891,0.0,20.0,15.0,76.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1266,0.00,1,0.88,63.0,0
688491,890,0.0,20.0,15.0,76.0,63.3,1.47,0.104,0.50,0.00,0.000,0.1267,0.00,1,0.88,63.0,0
689491,896,0.0,20.0,15.0,76.0,63.4,1.49,0.104,0.50,0.00,0.000,0.1269,0.00,1,0.88,63.0,0
690491,894,0.0,20.0,15.0,76.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1270,0.00,1,0.88,63.0,0
691491,892,0.0,20.0,15.0,76.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1272,0.00,1,0.89,63.0,0
692491,889,0.0,20.0,15.0,76.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1273,0.00,1,0.89,63.0,0
693491,889,0.0,20.0,15.0,76.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1274,0.00,1,0.89,63.0,0
694491,894,0.0,20.0,15.0,76.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1276,0.00,1,0.89,63.0,0
695491,893,0.0,20.0,15.0,76.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1277,0.00,1,0.89,63.0,0
696491,887,0.0,20.0,15.0,76.0,63.3,1.47,0.102,0.49,0.00,0.000,0.1278,0.00,1,0.89,63.0,0
697491,890,0.0,20.0,15.0,76.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1280,0.00,1,0.89,63.0,0
698491,896,0.0,20.0,15.0,76.0,63.4,1.49,0.104,0.50,0.00,0.000,0.1281,0.00,1,0.89,63.0,0
699491,896,0.0,20.0,15.0,76.0,63.4,1.49,0.104,0.50,0.00,0.000,0.1283,0.00,1,0.89,63.0,0
700491,890,0.0,20.0,15.0,76.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1284,0.00,1,0.89,63.0,0
701491,890,0.0,20.0,15.0,76.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1285,0.00,1,0.89,63.0,0
702491,892,0.0,20.0,15.0,76.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1287,0.00,1,0.90,63.0,0
703491,888,0.0,20.0,15.0,77.0,63.3,1.47,0.104,0.50,0.00,0.000,0.1288,0.00,1,0.90,63.0,0
704491,896,0.0,20.0,15.0,77.0,63.4,1.49,0.105,0.51,0.00,0.000,0.1289,0.00,1,0.90,63.0,0
705491,891,0.0,20.0,15.0,76.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1291,0.00,1,0.90,63.0,0
706491,890,0.0,20.0,15.0,77.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1292,0.00,1,0.90,63.0,0
707491,890,0.0,20.0,15.0,77.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1294,0.00,1,0.90,63.0,0
708491,891,0.0,20.0,15.0,77.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1295,0.00,1,0.90,63.0,0
709491,887,0.0,20.0,15.0,77.0,63.3,1.47,0.102,0.49,0.00,0.000,0.1296,0.00,1,0.90,63.0,0
710491,889,0.0,20.0,15.0,77.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1298,0.00,1,0.90,63.0,0
711491,899,0.0,20.0,15.0,77.0,63.5,1.49,0.104,0.50,0.00,0.000,0.1299,0.00,1,0.90,63.0,0
712491,894,0.0,20.0,15.0,77.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1300,0.00,1,0.91,63.0,0
713491,890,0.0,20.0,15.0,77.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1302,0.00,1,0.91,63.0,0
714491,891,0.0,20.0,15.0,77.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1303,0.00,1,0.91,63.0,0
715491,894,0.0,20.0,15.0,77.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1305,0.00,1,0.91,63.0,0
716491,891,0.0,20.0,15.0,77.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1306,0.00,1,0.91,63.0,0
717491,891,0.0,20.0,15.0,77.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1307,0.00,1,0.91,63.0,0
718491,884,0.0,20.0,15.0,77.0,63.2,1.46,0.102,0.49,0.00,0.000,0.1309,0.00,1,0.91,63.0,0
719491,896,0.0,20.0,15.0,78.0,63.4,1.49,0.104,0.50,0.00,0.000,0.1310,0.00,1,0.91,63.0,0
720491,891,0.0,20.0,15.0,77.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1312,0.00,1,0.91,63.0,0
721491,892,0.0,20.0,15.0,78.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1313,0.00,1,0.91,63.0,0
722491,892,0.0,20.0,15.0,77.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1314,0.00,1,0.91,63.0,0
723491,891,0.0,20.0,15.0,78.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1316,0.00,1,0.92,63.0,0
724491,895,0.0,20.0,15.0,78.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1317,0.00,1,0.92,63.0,0
725491,896,0.0,20.0,15.0,78.0,63.4,1.49,0.104,0.50,0.00,0.000,0.1319,0.00,1,0.92,63.0,0
726491,892,0.0,20.0,15.0,78.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1320,0.00,1,0.92,63.0,0
727491,893,0.0,20.0,15.0,78.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1321,0.00,1,0.92,63.0,0
728491,894,0.0,20.0,15.0,78.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1323,0.00,1,0.92,63.0,0
729491,884,0.0,20.0,15.0,78.0,63.2,1.46,0.101,0.49,0.00,0.000,0.1324,0.00,1,0.92,63.0,0
730491,885,0.0,20.0,15.0,78.0,63.2,1.46,0.101,0.49,0.00,0.000,0.1326,0.00,1,0.92,63.0,0
731491,893,0.0,20.0,15.0,78.0,63.4,1.48,0.102,0.49,0.00,0.000,0.1327,0.00,1,0.92,63.0,0
732491,889,0.0,20.0,15.0,78.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1328,0.00,1,0.92,63.0,0
733491,896,0.0,20.0,15.0,78.0,63.4,1.49,0.104,0.50,0.00,0.000,0.1330,0.00,1,0.93,63.0,0
734491,890,0.0,20.0,15.0,78.0,63.3,1.47,0.103,0.50,0.00,0.000,0.1331,0.00,1,0.93,63.0,0
735491,895,0.0,20.0,15.0,78.0,63.4,1.48,0.105,0.51,0.00,0.000,0.1332,0.00,1,0.93,63.0,0
736491,891,0.0,20.0,15.0,78.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1334,0.00,1,0.93,63.0,0
737491,892,0.0,20.0,15.0,78.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1335,0.00,1,0.93,63.0,0
738491,895,0.0,20.0,15.0,78.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1337,0.00,1,0.93,63.0,0
739491,891,0.0,20.0,15.0,78.0,63.3,1.48,0.103,0.50,0.00,0.000,0.1338,0.00,1,0.93,63.0,0
740491,895,0.0,20.0,15.0,79.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1339,0.00,1,0.93,63.0,0
741491,895,0.0,20.0,15.0,79.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1341,0.00,1,0.93,63.0,0
742491,896,0.0,20.0,16.0,79.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1342,0.00,1,0.93,63.0,0
743491,894,0.0,20.0,16.0,79.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1343,0.00,1,0.93,63.0,0
744491,889,0.0,20.0,16.0,79.0,63.3,1.47,0.102,0.49,0.00,0.000,0.1345,0.00,1,0.94,63.0,0
745491,891,0.0,20.0,16.0,79.0,63.3,1.47,0.102,0.49,0.00,0.000,0.1346,0.00,1,0.94,63.0,0
746491,890,0.0,20.0,16.0,79.0,63.3,1.47,0.102,0.49,0.00,0.000,0.1347,0.00,1,0.94,63.0,0
747491,892,0.0,20.0,16.0,79.0,63.4,1.47,0.103,0.50,0.00,0.000,0.1349,0.00,1,0.94,63.0,0
748491,893,0.0,20.0,16.0,79.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1350,0.00,1,0.94,63.0,0
749491,894,0.0,20.0,16.0,79.0,63.4,1.48,0.104,0.50,0.00,0.000,0.1352,0.00,1,0.94,63.0,0
750491,893,0.0,20.0,16.0,79.0,63.4,1.48,0.104,0.50,0.00,0.000,0.1353,0.00,1,0.94,63.0,0
751491,895,0.0,20.0,16.0,79.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1354,0.00,1,0.94,63.0,0
752491,897,0.0,20.0,16.0,79.0,63.4,1.48,0.103,0.50,0.00,0.000,0.1356,0.00,1,0.94,63.0,0
753491,898,0.0,20.0,16.0,79.0,63.5,1.49,0.103,0.50,0.00,0.000,0.1357,0.00,1,0.94,63.0,0
