uptime_ms,rpm,speed_kmh,map_kpa,iat_c,coolant_c,ve_pct,maf_gs,fuel_gs,instant_Lh,instant_L100km,trip_km,trip_fuel_L,trip_avg_L100km,can_status,trip_cost_bs
252195,1087,0.0,21.0,11.0,41.0,66.8,2.49,0.195,0.94,0.00,0.000,0.0642,0.00,1,0.45
253195,1073,0.0,21.0,11.0,41.0,66.5,2.45,0.193,0.93,0.00,0.000,0.0645,0.00,1,0.45
254195,1081,0.0,21.0,11.0,41.0,66.7,2.47,0.193,0.93,0.00,0.000,0.0647,0.00,1,0.45
255195,1078,0.0,21.0,11.0,41.0,66.6,2.47,0.194,0.94,0.00,0.000,0.0650,0.00,1,0.45
256195,1074,0.0,21.0,11.0,42.0,66.5,2.45,0.173,0.84,0.00,0.000,0.0652,0.00,1,0.45
257195,309,0.0,15.0,11.0,42.0,60.0,0.45,0.032,0.16,0.00,0.000,0.0653,0.00,1,0.45
258195,0,0.0,29.0,11.0,42.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0653,0.00,1,0.45
259195,0,0.0,47.0,11.0,42.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0653,0.00,1,0.45
260195,0,0.0,62.0,11.0,42.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0653,0.00,1,0.45
261195,0,0.0,62.0,12.0,42.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0653,0.00,1,0.45
262195,0,0.0,62.0,12.0,42.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0653,0.00,1,0.45
263195,0,0.0,62.0,12.0,42.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0653,0.00,1,0.45
